userid	username	prompt_type	training_step	current_action	current_observation	complex_observation	test_result
141	A3GPTSDDHJ2DBV	MC	18	["70","MC","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	she will enter	NULL	{"0":{"reference":"you will accept","user_answer":"I will enter"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watchs"},"test_correct_num":1,"test_total_num":7}
142	AS1QMPXIT1EGX	TPR	15	["220","TPR","ekki melilí","she will watch"]	She watches	NULL	{"0":{"reference":"you will accept","user_answer":"You accepted"},"1":{"reference":"you watch","user_answer":"You watched"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he will watch"},"test_correct_num":3,"test_total_num":7}
150	A2AJ5QFNC9KF43	MCR	10	["106","MCR","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	I will accept	{"1":{"guess":"I entered","time":13},"2":{"guess":"I will accept","time":11}}	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":3,"test_total_num":7}
140	A3AZJGI9D7C0PD	MC	23	["41","MC","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	she accepts	NULL	{"0":{"reference":"you will accept","user_answer":"he will accept"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"she watches"},"3":{"reference":"he watched","user_answer":"he enters"},"4":{"reference":"I watch","user_answer":"you enter"},"5":{"reference":"I accepted","user_answer":"you will accept"},"6":{"reference":"he watches","user_answer":"I watched"},"test_correct_num":0,"test_total_num":7}
149	A3554U8JNGM904	EX	9	["30","EX","pi melizpe","you watched"]	you watched	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"I will watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
148	A1VZSFHTU51JP0	EX	10	["13","EX","pi enpliz","you enter"]	you enter	NULL	{"0":{"reference":"you will accept","user_answer":"I accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"you accept"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"he watches"},"5":{"reference":"I accepted","user_answer":"he will accept"},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
154	A363K42LE9BAT5	EX	1	["19","EX","ekki enplilí","she will enter"]	she will enter	NULL	{"0":{"reference":"you will accept","user_answer":"he will accept"},"1":{"reference":"you watch","user_answer":"he will watch"},"2":{"reference":"you will watch","user_answer":"he watches"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"i will watch"},"5":{"reference":"I accepted","user_answer":"i will accept"},"6":{"reference":"he watches","user_answer":"i will enter"},"test_correct_num":0,"test_total_num":7}
146	APITQRRX2PADB	MCR	11	["123","MCR","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	you enter	{"1":{"guess":"you enter","time":8}}	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"i accepted"},"6":{"reference":"he watches","user_answer":"he watche"},"test_correct_num":4,"test_total_num":7}
145	A3OXSIR9YH1FT6	TP	15	["169","TP","ák icedpü","he accepted"]	he	NULL	{"0":{"reference":"you will accept","user_answer":"You will enter"},"1":{"reference":"you watch","user_answer":"You will watch"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"He watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"He accepts"},"test_correct_num":2,"test_total_num":7}
147	A2V2I8HXL9EHQ1	MCR	12	["158","MCR","ekki melü","she watched","he accepted","I accept","to accept","I will watch"]	she watched	{"1":{"guess":"he accepted","time":11},"2":{"guess":"she watched","time":10}}	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you entered"},"2":{"reference":"you will watch","user_answer":"you will enter"},"3":{"reference":"he watched","user_answer":"he accepted"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he accepted"},"test_correct_num":2,"test_total_num":7}
144	A1GRPIBHW72HDU	MCR	14	["144","MCR","melil","to watch","I entered","I watched","she entered","he accepted"]	to watch	{"1":{"guess":"to watch","time":6}}	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I ac"},"6":{"reference":"he watches","user_answer":""},"test_correct_num":4,"test_total_num":7}
142	AS1QMPXIT1EGX	MCR	16	["153","MCR","ekki melilí","she will watch","I watched","to enter","she watches","to watch"]	she will watch	{"1":{"guess":"she will watch","time":14}}	{"0":{"reference":"you will accept","user_answer":"You accepted"},"1":{"reference":"you watch","user_answer":"You watched"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he will watch"},"test_correct_num":3,"test_total_num":7}
150	A2AJ5QFNC9KF43	EX	11	["31","EX","ekki melü","she watched"]	she watched	NULL	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":3,"test_total_num":7}
140	A3AZJGI9D7C0PD	EX	24	["28","EX","ekki melilí","she will watch"]	she will watch	NULL	{"0":{"reference":"you will accept","user_answer":"he will accept"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"she watches"},"3":{"reference":"he watched","user_answer":"he enters"},"4":{"reference":"I watch","user_answer":"you enter"},"5":{"reference":"I accepted","user_answer":"you will accept"},"6":{"reference":"he watches","user_answer":"I watched"},"test_correct_num":0,"test_total_num":7}
149	A3554U8JNGM904	MC	10	["64","MC","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	I will enter	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"I will watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
141	A3GPTSDDHJ2DBV	MC	19	["93","MC","pi melizpe","you watched","I will accept","he will enter","she watched","I will watch"]	he will enter	NULL	{"0":{"reference":"you will accept","user_answer":"I will enter"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watchs"},"test_correct_num":1,"test_total_num":7}
153	A1CX684F5TEO5W	MCR	3	["152","MCR","ekki melilí","she will watch","you will enter","he will watch","she accepted","she entered"]	she will watch	{"1":{"guess":"she entered","time":6},"2":{"guess":"she will watch","time":3}}	{"0":{"reference":"you will accept","user_answer":"he accepts"},"1":{"reference":"you watch","user_answer":"he enters"},"2":{"reference":"you will watch","user_answer":"he will watch"},"3":{"reference":"he watched","user_answer":"she will enter"},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"she enters"},"test_correct_num":0,"test_total_num":7}
148	A1VZSFHTU51JP0	MC	11	["71","MC","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	she will enter	NULL	{"0":{"reference":"you will accept","user_answer":"I accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"you accept"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"he watches"},"5":{"reference":"I accepted","user_answer":"he will accept"},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
145	A3OXSIR9YH1FT6	TP	16	["167","TP","ekki icedpilí","she will accept"]	she entered	NULL	{"0":{"reference":"you will accept","user_answer":"You will enter"},"1":{"reference":"you watch","user_answer":"You will watch"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"He watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"He accepts"},"test_correct_num":2,"test_total_num":7}
146	APITQRRX2PADB	MCR	12	["131","MCR","pi enplilíz","you will enter","you watched","he accepted","I will accept","she entered"]	you will enter	{"1":{"guess":"you will enter","time":10}}	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"i accepted"},"6":{"reference":"he watches","user_answer":"he watche"},"test_correct_num":4,"test_total_num":7}
150	A2AJ5QFNC9KF43	MC	12	["84","MC","yé melilá","I will watch","I will accept","he accepted","she accepted","he accepts"]	I will watch	NULL	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":3,"test_total_num":7}
154	A363K42LE9BAT5	MC	2	["42","MC","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	I entered	NULL	{"0":{"reference":"you will accept","user_answer":"he will accept"},"1":{"reference":"you watch","user_answer":"he will watch"},"2":{"reference":"you will watch","user_answer":"he watches"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"i will watch"},"5":{"reference":"I accepted","user_answer":"i will accept"},"6":{"reference":"he watches","user_answer":"i will enter"},"test_correct_num":0,"test_total_num":7}
140	A3AZJGI9D7C0PD	EX	25	["0","EX","icedpil","to accept"]	to accept	NULL	{"0":{"reference":"you will accept","user_answer":"he will accept"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"she watches"},"3":{"reference":"he watched","user_answer":"he enters"},"4":{"reference":"I watch","user_answer":"you enter"},"5":{"reference":"I accepted","user_answer":"you will accept"},"6":{"reference":"he watches","user_answer":"I watched"},"test_correct_num":0,"test_total_num":7}
149	A3554U8JNGM904	MCR	11	["146","MCR","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	she watches	{"1":{"guess":"she watches","time":13}}	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"I will watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
